name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
f129,9/1/1987,2,Firefighter EMT-P                                 ,55276.9,3044.13,3044.13,58321.03,2,Firefighter EMT-P                                 ,57225.15,6303.39,6303.39,63528.54,2,Firefighter EMT-P                                 ,58655.88,1074.96,1074.96,59730.84,2,Firefighter EMT-P                                 ,58655.88,4021.81,4021.81,62677.69,2,Firefighter EMT-P                                 ,58655.88,2147.86,2147.86,60803.74,2,Firefighter EMT-P                                 ,37460.47,1506.12,1506.12,38966.59
f130,9/1/1987,2,Fire Lieutenant                                   ,55496.47,5350.42,5350.42,60846.89,2,Fire Lieutenant                                   ,57452.6,6889.44,6889.44,64342.04,2,Fire Captain                                      ,62785.44,2950.71,2950.71,65736.15,2,Fire Captain                                      ,62785.44,4788.94,4788.94,67574.38,2,Fire Captain                                      ,62785.44,4418.47,4418.47,67203.91,2,Fire Captain                                      ,0,0,NaN,0
f131,9/1/1987,2,Firefighter EMT                                   ,47735.71,3463.01,3463.01,51198.72,2,Firefighter EMT                                   ,49418.6,2164.64,2164.64,51583.24,2,Firefighter EMT                                   ,49418.6,1701.78,1701.78,51120.38,2,Firefighter EMT                                   ,49418.6,1554.13,1554.13,50972.73,2,Firefighter EMT                                   ,49418.6,1045.38,1045.38,50463.98,2,Firefighter EMT                                   ,50855.8,695.02,695.02,51550.82
f132,9/1/1987,2,Firefighter EMT-Enhanced                          ,51405.52,9509.87,9509.87,60915.39,2,Firefighter EMT-Enhanced                          ,53217.25,8500.72,8500.72,61717.97,2,Firefighter EMT-Enhanced                          ,54547.9,7842.6,7842.6,62390.5,2,Firefighter EMT-Enhanced                          ,54547.9,4934.01,4934.01,59481.91,2,Firefighter EMT-Enhanced                          ,54547.9,2381.13,2381.13,56929.03,2,Firefighter EMT-Enhanced                          ,55887.32,5484.41,5484.41,61371.73
f133,9/1/1987,2,Firefighter EMT                                   ,47735.71,1416.8,1416.8,49152.51,2,Firefighter EMT                                   ,49418.6,1252.81,1252.81,50671.41,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f134,9/1/1987,2,Fire Captain                                      ,65311.16,15014.97,15014.97,80326.13,2,Fire Captain                                      ,67613.37,1067.47,1067.47,68680.84,2,N/A,0,0,NaN,0,2,Battalion Fire Chief                              ,76768.78,85.17,85.17,76853.95,2,N/A,0,0,NaN,0,2,Battalion Fire Chief                              ,0,0,NaN,0
f135,1/4/1988,2,Fire Captain                                      ,65311.16,14064.75,14064.75,79375.91,2,Fire Captain                                      ,67613.37,10002.23,10002.23,77615.6,2,Fire Captain                                      ,69303.42,9712.72,9712.72,79016.14,2,N/A,0,0,NaN,0,2,Fire Captain                                      ,69303.42,8140.53,8140.53,77443.95,2,Fire Captain                                      ,71005.23,11652.68,11652.68,82657.91
f136,1/4/1988,2,Battalion Fire Chief                              ,70581.72,78.31,78.31,70660.03,2,Battalion Fire Chief                              ,73070.2,81.07,81.07,73151.27,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,Assistant Fire Chief                              ,0,0,NaN,0
f137,1/4/1988,2,Firefighter EMT                                   ,48929.31,4418.01,4418.01,53347.32,2,Firefighter EMT                                   ,49418.6,5534.21,5534.21,54952.81,2,Firefighter EMT                                   ,49418.6,2253.5,2253.5,51672.1,2,Firefighter EMT                                   ,49418.6,1456.58,1456.58,50875.18,2,Firefighter EMT                                   ,49418.6,377.63,377.63,49796.23,2,N/A,0,0,NaN,0
f138,7/1/1988,2,Firefighter EMT-P                                 ,56658.56,5983.27,5983.27,62641.83,2,Firefighter EMT-P                                 ,58655.88,4025.6,4025.6,62681.48,2,Firefighter EMT-P                                 ,58655.88,1010.19,1010.19,59666.07,2,Firefighter EMT-P                                 ,58655.88,2445.07,2445.07,61100.95,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f139,9/1/1988,2,Firefighter EMT                                   ,47735.71,2246.1,2246.1,49981.81,2,Firefighter EMT                                   ,49418.6,1429.45,1429.45,50848.05,2,Firefighter EMT                                   ,49418.6,612.7,612.7,50031.3,2,Firefighter EMT                                   ,49418.6,109.66,109.66,49528.26,2,Firefighter EMT                                   ,49418.6,361.18,361.18,49779.78,2,Firefighter EMT                                   ,0,0,NaN,0
f140,10/24/1988,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,Accounting Technician                             ,35322.45,127.36,127.36,35449.81,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,Accounting Technician                             ,0,0,NaN,0
f141,1/3/1989,2,Fire Inspector                                    ,50077.89,1941.01,1941.01,52018.9,2,Fire Inspector                                    ,51843.36,1958.17,1958.17,53801.53,2,Fire Inspector                                    ,55829.67,319.22,319.22,56148.89,2,N/A,0,0,NaN,0,2,Fire Inspector                                    ,55829.67,2357.95,2357.95,58187.62,2,Fire Inspector                                    ,47878.01,6902.56,6902.56,54780.57
f142,1/3/1989,2,N/A,0,0,0,0,2,N/A,0,0,0,0,2,N/A,0,0,0,0,2,N/A,0,0,0,0,2,N/A,0,0,0,0,2,Assistant Fire Chief                              ,88347.84,49.01,49.01,88396.85
f143,1/3/1989,2,Fire Lieutenant                                   ,55496.47,15738.65,15738.65,71235.12,2,Fire Lieutenant                                   ,57452.6,15316.02,15316.02,72768.62,2,Fire Lieutenant                                   ,58889.05,3310.01,3310.01,62199.06,2,Fire Lieutenant                                   ,58889.05,1189.39,1189.39,60078.44,2,Fire Lieutenant                                   ,58889.05,1266.57,1266.57,60155.62,2,Fire Lieutenant                                   ,60201.92,2350.87,2350.87,62552.79
f144,3/21/1989,2,Fire Captain                                      ,62163.84,6952.96,6952.96,69116.8,2,Fire Captain                                      ,64354.97,3911.12,3911.12,68266.09,2,Fire Captain                                      ,65964.27,4454.39,4454.39,70418.66,2,Fire Captain                                      ,65964.27,1336.7,1336.7,67300.97,2,Fire Captain                                      ,65964.27,2940.37,2940.37,68904.64,2,Fire Captain                                      ,67882.63,1550.31,1550.31,69432.94
f145,3/21/1989,2,Fire Captain                                      ,63717.79,8779.67,8779.67,72497.46,2,Fire Captain                                      ,65964.27,8354.3,8354.3,74318.57,2,Fire Captain                                      ,65964.27,1778.16,1778.16,67742.43,2,Fire Captain                                      ,65964.27,955.63,955.63,66919.9,2,Fire Captain                                      ,65964.27,2180.43,2180.43,68144.7,2,Fire Captain                                      ,18177.4,430.93,430.93,18608.33
f146,5/15/1989,2,Fire Captain                                      ,59168.54,7560.78,7560.78,66729.32,2,Fire Captain                                      ,61254.64,7130.41,7130.41,68385.05,2,Fire Captain                                      ,62785.48,6899.41,6899.41,69684.89,2,Fire Captain                                      ,62785.48,1172.24,1172.24,63957.72,2,Fire Captain                                      ,62785.48,1668.49,1668.49,64453.97,2,Battalion Fire Chief                              ,70942.74,102.32,102.32,71045.06
f147,5/15/1989,2,Firefighter EMT-Enhanced                          ,52690.35,9807.95,9807.95,62498.3,2,Firefighter EMT-Enhanced                          ,54547.9,8510.27,8510.27,63058.17,2,Firefighter EMT-Enhanced                          ,55911.6,5328.86,5328.86,61240.46,2,Firefighter EMT-Enhanced                          ,55911.6,2169.34,2169.34,58080.94,2,Firefighter EMT-Enhanced                          ,55911.6,2707.84,2707.84,58619.44,2,Firefighter EMT-Enhanced                          ,57917.26,4001.31,4001.31,61918.57
f148,5/15/1989,2,Fire Captain                                      ,57724.91,3527.42,3527.42,61252.33,2,Fire Captain                                      ,59760.23,1257.87,1257.87,61018.1,2,Fire Captain                                      ,61254.64,3292.16,3292.16,64546.8,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f149,5/15/1989,2,Firefighter EMT-Enhanced                          ,51405.52,3909.72,3909.72,55315.24,2,Firefighter EMT-Enhanced                          ,53217.25,6088.59,6088.59,59305.84,2,Firefighter EMT-Enhanced                          ,54547.9,2184.62,2184.62,56732.52,2,Firefighter EMT-Enhanced                          ,54547.9,1693.96,1693.96,56241.86,2,Firefighter EMT-Enhanced                          ,54547.9,755.97,755.97,55303.87,2,Firefighter EMT-Enhanced                          ,56381.16,10607.28,10607.28,66988.44
f150,5/15/1989,2,Firefighter EMT-P                                 ,55276.9,5188.84,5188.84,60465.74,2,Firefighter EMT-P                                 ,58655.88,7564.88,7564.88,66220.76,2,Fire Inspector                                    ,61625.42,7216.44,7216.44,68841.86,2,Fire Inspector                                    ,64746.21,6182.85,6182.85,70929.06,2,Fire Inspector                                    ,64746.21,7891.96,7891.96,72638.17,2,Fire Inspector                                    ,66043.68,9069.17,9069.17,75112.85
f151,5/15/1989,2,Firefighter EMT-Enhanced                          ,50152.2,1698.75,1698.75,51850.95,2,Firefighter EMT-Enhanced                          ,51919.58,1171.11,1171.11,53090.69,2,Firefighter EMT-Enhanced                          ,51919.58,376.33,376.33,52295.91,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f152,5/15/1989,2,Firefighter EMT                                   ,47735.71,7247.6,7247.6,54983.31,2,Firefighter EMT                                   ,49418.6,4417.15,4417.15,53835.75,2,Firefighter EMT                                   ,49418.6,1921.94,1921.94,51340.54,2,Firefighter EMT                                   ,49418.6,2754.08,2754.08,52172.68,2,Firefighter EMT                                   ,49418.6,2286.31,2286.31,51704.91,2,Firefighter EMT                                   ,36655,2914.29,2914.29,39569.29
f153,7/3/1989,2,Firefighter EMT-P                                 ,53929,2945.07,2945.07,56874.07,2,Firefighter EMT-P                                 ,55829.67,759.7,759.7,56589.37,2,Firefighter EMT-P                                 ,55829.67,77.43,77.43,55907.1,2,Firefighter EMT-P                                 ,55829.67,206.46,206.46,56036.13,2,Firefighter EMT-P                                 ,55829.67,192.63,192.63,56022.3,2,Firefighter EMT-P                                 ,57453.36,196.9,196.9,57650.26
f154,9/15/1989,2,Fire Captain                                      ,68617.25,11362.08,11362.08,79979.33,2,Fire Captain                                      ,71035.56,16301.98,16301.98,87337.54,2,Fire Captain                                      ,72810.9,9486.89,9486.89,82297.79,2,Fire Captain                                      ,72810.9,10063.05,10063.05,82873.95,2,Fire Captain                                      ,72810.9,3454.28,3454.28,76265.18,2,Fire Captain                                      ,74598.79,9590.2,9590.2,84188.99
f155,9/15/1989,2,Firefighter EMT-P                                 ,52613.76,2238.7,2238.7,54852.46,2,Firefighter EMT-P                                 ,54468.29,2528.36,2528.36,56996.65,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f156,4/1/1991,2,Fire Inspector                                    ,51330.06,14990.36,14990.36,66320.42,2,Fire Inspector                                    ,53139.9,12239.71,12239.71,65379.61,2,Fire Inspector                                    ,54468.29,15410.93,15410.93,69879.22,2,Fire Inspector                                    ,54468.29,16237.27,16237.27,70705.56,2,Fire Inspector                                    ,54468.29,22356.2,22356.2,76824.49,2,Fire Inspector                                    ,55559.76,29047.77,29047.77,84607.53
f157,7/16/1991,2,Firefighter EMT-C                                 ,49054.31,3099.05,3099.05,52153.36,2,Firefighter EMT-C                                 ,50783.39,4241.48,4241.48,55024.87,2,Firefighter EMT-C                                 ,50783.39,1109.41,1109.41,51892.8,2,Firefighter EMT-C                                 ,50783.39,860.35,860.35,51643.74,2,Firefighter EMT-I                                 ,50783.39,1080.83,1080.83,51864.22,2,Firefighter EMT-I                                 ,52720.16,786.38,786.38,53506.54
f158,7/16/1991,2,Firefighter EMT                                   ,44327.11,1520.92,1520.92,45848.03,2,Firefighter EMT                                   ,45891.69,2066.08,2066.08,47957.77,2,Firefighter EMT                                   ,45891.69,50.92,50.92,45942.61,2,Firefighter EMT                                   ,45891.69,50.92,50.92,45942.61,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f159,7/16/1991,2,Fire Lieutenant                                   ,51533.88,10833.93,10833.93,62367.81,2,Fire Lieutenant                                   ,53350.31,12616,12616,65966.31,2,Fire Captain                                      ,56880.48,6657.79,6657.79,63538.27,2,Fire Captain                                      ,56880.48,6535.52,6535.52,63416,2,Fire Captain                                      ,56880.48,5804.95,5804.95,62685.43,2,Fire Captain                                      ,59049.68,9756.73,9756.73,68806.41
f160,7/16/1991,2,Firefighter EMT                                   ,44327.11,3867.92,3867.92,48195.03,2,Firefighter EMT                                   ,45891.69,6345.52,6345.52,52237.21,2,Firefighter EMT                                   ,45891.69,1783.45,1783.45,47675.14,2,Firefighter EMT                                   ,45891.69,1239.15,1239.15,47130.84,2,Firefighter EMT                                   ,45891.69,853.72,853.72,46745.41,2,Firefighter EMT                                   ,47330.13,1605.9,1605.9,48936.03
f161,7/16/1991,2,Fire Captain                                      ,60648.16,6910.72,6910.72,67558.88,2,Fire Captain                                      ,62785.48,6792.34,6792.34,69577.82,2,Fire Captain                                      ,62785.48,6123.02,6123.02,68908.5,2,Fire Captain                                      ,62785.48,4917.12,4917.12,67702.6,2,Fire Captain                                      ,62785.48,4538.64,4538.64,67324.12,2,Fire Captain                                      ,65179.88,7944.85,7944.85,73124.73
f162,7/16/1991,2,Firefighter EMT                                   ,45437.32,7098.63,7098.63,52535.95,2,Firefighter EMT                                   ,47037.07,4263.3,4263.3,51300.37,2,Firefighter EMT                                   ,47037.07,2752.84,2752.84,49789.91,2,Firefighter EMT                                   ,47037.07,1832.22,1832.22,48869.29,2,Firefighter EMT                                   ,47037.07,1899.21,1899.21,48936.28,2,Firefighter EMT                                   ,48617.88,990.24,990.24,49608.12
f163,7/16/1991,2,Firefighter EMT                                   ,44327.11,1490.73,1490.73,45817.84,2,Firefighter EMT                                   ,45891.69,892.93,892.93,46784.62,2,Firefighter EMT                                   ,45891.69,89.11,89.11,45980.8,2,Firefighter EMT                                   ,45891.69,59.41,59.41,45951.1,2,Firefighter EMT                                   ,45891.69,50.92,50.92,45942.61,2,Firefighter EMT                                   ,39870.69,8.66,8.66,39879.35
f164,7/29/1991,2,Firefighter EMT-Enhanced                          ,47735.71,3398.93,3398.93,51134.64,2,Firefighter EMT-Enhanced                          ,49418.6,2233.55,2233.55,51652.15,2,Firefighter EMT-Enhanced                          ,49418.6,834.06,834.06,50252.66,2,Firefighter EMT-Enhanced                          ,49418.6,944.51,944.51,50363.11,2,Firefighter EMT-Enhanced                          ,49418.6,407.73,407.73,49826.33,2,N/A,0,0,NaN,0
f165,8/1/1991,2,Firefighter EMT                                   ,43246.12,2732.14,2732.14,45978.26,2,Firefighter EMT                                   ,44770.38,1865.3,1865.3,46635.68,2,Firefighter EMT                                   ,45891.69,1239.4,1239.4,47131.09,2,Firefighter EMT                                   ,45891.69,1816.41,1816.41,47708.1,2,Firefighter EMT                                   ,45891.69,965.93,965.93,46857.62,2,Firefighter EMT                                   ,17066.08,299.83,299.83,17365.91
f166,8/6/1991,2,N/A,0,0,NaN,0,2,Firefighter EMT-Enhanced                          ,39569.46,1119.82,1119.82,40689.28,2,Firefighter EMT-Enhanced                          ,43678.56,1439.52,1439.52,45118.08,2,Firefighter EMT-Enhanced                          ,43678.56,1431.46,1431.46,45110.02,2,Firefighter EMT-Enhanced                          ,43678.56,392.19,392.19,44070.75,2,Firefighter EMT-Enhanced                          ,44751.08,2049.1,2049.1,46800.18
f167,11/2/1992,2,Fire Captain                                      ,56317.36,8879.47,8879.47,65196.83,2,Fire Captain                                      ,58302.16,4674.22,4674.22,62976.38,2,Fire Captain                                      ,59760.23,1972.92,1972.92,61733.15,2,Fire Captain                                      ,59760.23,1120.24,1120.24,60880.47,2,Fire Captain                                      ,59760.23,3225.86,3225.86,62986.09,2,Fire Captain                                      ,61768.65,15126.39,15126.39,76895.04
f168,11/9/1992,2,Fire Captain                                      ,59168.54,10583.45,10583.45,69751.99,2,Fire Captain                                      ,61254.64,10597.03,10597.03,71851.67,2,Fire Captain                                      ,62785.48,7870.52,7870.52,70656,2,Fire Captain                                      ,62785.48,4753.19,4753.19,67538.67,2,Fire Captain                                      ,62785.48,2508.72,2508.72,65294.2,2,Fire Captain                                      ,64327.25,7145.09,7145.09,71472.34
f169,11/9/1992,2,Fire Captain                                      ,60648.16,21062.4,21062.4,81710.56,2,Fire Captain                                      ,62785.48,11980.53,11980.53,74766.01,2,Fire Captain                                      ,64354.97,9305.04,9305.04,73660.01,2,Fire Captain                                      ,64354.97,8760.72,8760.72,73115.69,2,Fire Captain                                      ,64354.97,2299.36,2299.36,66654.33,2,Battalion Fire Chief                              ,0,0,NaN,0
f170,11/9/1992,2,Fire Lieutenant                                   ,55496.47,5199.4,5199.4,60695.87,2,Fire Lieutenant                                   ,57452.6,4009.99,4009.99,61462.59,2,Fire Lieutenant                                   ,58889.05,1680.22,1680.22,60569.27,2,Fire Lieutenant                                   ,58889.05,1146.02,1146.02,60035.07,2,Fire Lieutenant                                   ,58889.05,1536.17,1536.17,60425.22,2,Fire Captain                                      ,64327.25,2112.4,2112.4,66439.65
f171,11/9/1992,2,Fire Lieutenant                                   ,54142.95,3215.17,3215.17,57358.12,2,Fire Lieutenant                                   ,56051.43,4561.29,4561.29,60612.72,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f172,11/12/1992,2,Fire Captain                                      ,60648.16,4617.32,4617.32,65265.48,2,Fire Captain                                      ,62785.48,6300.97,6300.97,69086.45,2,Fire Captain                                      ,64354.97,4746.88,4746.88,69101.85,2,Fire Captain                                      ,64354.97,3390.34,3390.34,67745.31,2,Fire Captain                                      ,64354.97,390.49,390.49,64745.46,2,Battalion Fire Chief                              ,0,0,NaN,0
f173,11/15/1992,2,Firefighter EMT-P                                 ,52613.76,787.46,787.46,53401.22,2,Firefighter EMT-P                                 ,54468.29,2818.4,2818.4,57286.69,2,Firefighter EMT-P                                 ,55829.67,61.94,61.94,55891.61,2,Firefighter EMT-P                                 ,55829.67,113.55,113.55,55943.22,2,Firefighter EMT-P                                 ,55829.67,72.26,72.26,55901.93,2,Firefighter EMT-P                                 ,57579.72,78.98,78.98,57658.7
f174,11/16/1992,2,Firefighter EMT-Enhanced                          ,44327.13,2384.32,2384.32,46711.45,2,Firefighter EMT-Enhanced                          ,47037.07,1873.84,1873.84,48910.91,2,Firefighter EMT-Enhanced                          ,48213.07,1816.68,1816.68,50029.75,2,Firefighter EMT-Enhanced                          ,48213.07,2161.08,2161.08,50374.15,2,Firefighter EMT-Enhanced                          ,48213.07,664.22,664.22,48877.29,2,Firefighter EMT-Enhanced                          ,50314.65,711.82,711.82,51026.47
f175,11/16/1992,2,Fire Captain                                      ,66943.93,4011.09,4011.09,70955.02,2,Fire Captain                                      ,69303.42,87.3,87.3,69390.72,2,Battalion Fire Chief                              ,78688.54,87.3,87.3,78775.84,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,Battalion Fire Chief                              ,0,0,NaN,0
f176,11/16/1992,2,Firefighter EMT-Enhanced                          ,46571.36,1152.07,1152.07,47723.43,2,Firefighter EMT-Enhanced                          ,49418.6,1622.78,1622.78,51041.38,2,Firefighter EMT-Enhanced                          ,50653.72,14.05,14.05,50667.77,2,Firefighter EMT-Enhanced                          ,50653.72,533.62,533.62,51187.34,2,Firefighter EMT-Enhanced                          ,50653.72,1052.85,1052.85,51706.57,2,Firefighter EMT-Enhanced                          ,51897.69,476.24,476.24,52373.93
f177,11/16/1992,2,Fire Captain                                      ,60648.16,2131.07,2131.07,62779.23,2,Fire Captain                                      ,62785.48,8486.42,8486.42,71271.9,2,Fire Captain                                      ,64354.97,3462.3,3462.3,67817.27,2,Fire Captain                                      ,64354.97,3929.98,3929.98,68284.95,2,Fire Captain                                      ,64354.97,2204.94,2204.94,66559.91,2,Fire Captain                                      ,66954.98,6156.91,6156.91,73111.89
f178,11/16/1992,2,Firefighter EMT-Enhanced                          ,46571.36,7921.91,7921.91,54493.27,2,Firefighter EMT-Enhanced                          ,48213.07,2878.64,2878.64,51091.71,2,Firefighter EMT-Enhanced                          ,49418.6,1011.26,1011.26,50429.86,2,Firefighter EMT-Enhanced                          ,49418.6,1004.01,1004.01,50422.61,2,Firefighter EMT-Enhanced                          ,49418.6,431.36,431.36,49849.96,2,Firefighter EMT-Enhanced                          ,50967.65,3623.64,3623.64,54591.29
f179,12/1/1992,2,Fire Lieutenant                                   ,51533.88,7405.69,7405.69,58939.57,2,Fire Lieutenant                                   ,53350.31,8251.61,8251.61,61601.92,2,Fire Lieutenant                                   ,54684.38,8487.99,8487.99,63172.37,2,Fire Lieutenant                                   ,54684.38,4553.43,4553.43,59237.81,2,Fire Lieutenant                                   ,54684.38,3186.36,3186.36,57870.74,2,Fire Lieutenant                                   ,56274.68,4649.24,4649.24,60923.92
f180,12/1/1992,2,Fire Captain                                      ,56317.36,14014.52,14014.52,70331.88,2,Fire Captain                                      ,58302.16,8099.68,8099.68,66401.84,2,Fire Captain                                      ,59760.23,77.35,77.35,59837.58,2,Fire Captain                                      ,59760.23,1238.88,1238.88,60999.11,2,Fire Captain                                      ,59760.23,2964.25,2964.25,62724.48,2,Fire Captain                                      ,62039.16,6085.23,6085.23,68124.39
f181,11/1/1993,2,Fire Lieutenant                                   ,52822.09,6691.19,6691.19,59513.28,2,Fire Lieutenant                                   ,54684.38,5883.43,5883.43,60567.81,2,Fire Lieutenant                                   ,56051.43,6958.95,6958.95,63010.38,2,Fire Lieutenant                                   ,56051.43,5542.08,5542.08,61593.51,2,Fire Lieutenant                                   ,56051.43,2975.42,2975.42,59026.85,2,Fire Captain                                      ,61498.14,7228.69,7228.69,68726.83
f182,11/1/1993,2,Firefighter EMT-P                                 ,51330.06,1673.35,1673.35,53003.41,2,Firefighter EMT-P                                 ,53139.9,3783.6,3783.6,56923.5,2,Firefighter EMT-P                                 ,54468.29,1824.77,1824.77,56293.06,2,Firefighter EMT-P                                 ,54468.29,348,348,54816.29,2,Firefighter EMT-P                                 ,54468.29,83.79,83.79,54552.08,2,Fire Lieutenant                                   ,56612.6,191.68,191.68,56804.28
f183,11/1/1993,2,Fire Captain                                      ,60648.16,6545.23,6545.23,67193.39,2,Fire Captain                                      ,62785.48,21596.34,21596.34,84381.82,2,Fire Captain                                      ,64354.97,11468.08,11468.08,75823.05,2,Fire Captain                                      ,64354.97,1939.64,1939.64,66294.61,2,Fire Captain                                      ,64354.97,500,500,64854.97,2,Battalion Fire Chief                              ,72715.44,80.67,80.67,72796.11
f184,11/1/1993,2,Firefighter EMT-P                                 ,50077.89,3385.46,3385.46,53463.35,2,Firefighter EMT-P                                 ,51843.36,2441.96,2441.96,54285.32,2,Firefighter EMT-P                                 ,53139.9,142.48,142.48,53282.38,2,Firefighter EMT-P                                 ,54468.29,141.01,141.01,54609.3,2,Firefighter EMT-P                                 ,54468.29,97.29,97.29,54565.58,2,Firefighter EMT-P                                 ,56298.96,138.69,138.69,56437.65
f185,11/15/1993,2,Firefighter EMT-Enhanced                          ,43246.12,6193.86,6193.86,49439.98,2,Firefighter EMT-Enhanced                          ,44770.4,3134.54,3134.54,47904.94,2,Firefighter EMT-Enhanced                          ,47037.07,635.83,635.83,47672.9,2,Firefighter EMT-Enhanced                          ,47037.07,1219.47,1219.47,48256.54,2,Firefighter EMT-Enhanced                          ,47037.07,344.01,344.01,47381.08,2,Firefighter EMT-Enhanced                          ,48192.04,418.65,418.65,48610.69
f186,11/15/1993,2,Firefighter EMT-P                                 ,50077.89,1346.29,1346.29,51424.18,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0,2,N/A,0,0,NaN,0
f187,10/10/1994,2,Fire Lieutenant                                   ,51533.88,4933,4933,56466.88,2,Fire Lieutenant                                   ,53350.31,6375.95,6375.95,59726.26,2,Fire Captain                                      ,58302.16,8125.84,8125.84,66428,2,Fire Captain                                      ,58302.16,5559.35,5559.35,63861.51,2,Fire Captain                                      ,58302.16,3647.81,3647.81,61949.97,2,Fire Captain                                      ,60261.81,6354.57,6354.57,66616.38
f188,10/10/1994,2,Firefighter EMT-P                                 ,48856.12,3383.51,3383.51,52239.63,2,Firefighter EMT-P                                 ,50578.67,4652.06,4652.06,55230.73,2,Firefighter EMT-P                                 ,51843.36,4503.24,4503.24,56346.6,2,Firefighter EMT-P                                 ,51843.36,2790.54,2790.54,54633.9,2,Firefighter EMT-P                                 ,51843.36,4422.27,4422.27,56265.63,2,Firefighter EMT-P                                 ,53703.21,2948.28,2948.28,56651.49
f189,10/10/1994,2,Firefighter EMT-P                                 ,50077.89,3896.59,3896.59,53974.48,2,Firefighter EMT-P                                 ,51843.36,2397.51,2397.51,54240.87,2,Firefighter EMT-P                                 ,53139.9,2472.81,2472.81,55612.71,2,Firefighter EMT-P                                 ,53139.9,1931.62,1931.62,55071.52,2,Firefighter EMT-P                                 ,53139.9,3024.62,3024.62,56164.52,2,Firefighter EMT-P                                 ,55406.95,3682,3682,59088.95
f190,10/10/1994,2,Firefighter EMT-P                                 ,50077.89,6737.5,6737.5,56815.39,2,Firefighter EMT-P                                 ,53139.9,6065.12,6065.12,59205.02,2,Firefighter EMT-P                                 ,55829.67,4508.43,4508.43,60338.1,2,Firefighter EMT-P                                 ,58655.88,2131.89,2131.89,60787.77,2,Firefighter EMT-P                                 ,58655.88,1633.95,1633.95,60289.83,2,Firefighter EMT-P                                 ,61158.36,5194.26,5194.26,66352.62
f191,10/10/1994,2,Firefighter EMT-C                                 ,46689.59,3006.03,3006.03,49695.62,2,Firefighter EMT-C                                 ,49544.85,3248.21,3248.21,52793.06,2,Firefighter EMT-C                                 ,52052.64,801.49,801.49,52854.13,2,Firefighter EMT-C                                 ,52052.64,2597.03,2597.03,54649.67,2,Firefighter EMT-I                                 ,52052.64,81.82,81.82,52134.46,2,Firefighter EMT-I                                 ,53802.06,2545.77,2545.77,56347.83
f192,10/10/1994,2,Firefighter EMT-P                                 ,51330.06,14575.53,14575.53,65905.59,2,Firefighter EMT-P                                 ,54468.29,14976.14,14976.14,69444.43,2,Firefighter EMT-P                                 ,55829.67,14383.66,14383.66,70213.33,2,Firefighter EMT-P                                 ,55829.67,12037.06,12037.06,67866.73,2,Firefighter EMT-P                                 ,55829.67,14032.77,14032.77,69862.44,2,Firefighter EMT-P                                 ,56552.49,21181.11,21181.11,77733.6
f193,10/10/1994,2,Fire Captain                                      ,63717.79,12013.68,12013.68,75731.47,2,Fire Captain                                      ,65964.27,10479.15,10479.15,76443.42,2,Fire Captain                                      ,67613.37,5456.7,5456.7,73070.07,2,Fire Captain                                      ,67613.37,4943.29,4943.29,72556.66,2,Fire Captain                                      ,67613.37,8213.6,8213.6,75826.97,2,Fire Captain                                      ,68968.32,17514.92,17514.92,86483.24
f194,11/23/1994,2,Firefighter EMT-P                                 ,46502.67,11095.82,11095.82,57598.49,2,Firefighter EMT-P                                 ,48141.41,2118.7,2118.7,50260.11,2,Firefighter EMT-P                                 ,49344.68,4758.74,4758.74,54103.42,2,Firefighter EMT-P                                 ,49344.68,7183.73,7183.73,56528.41,2,Firefighter EMT-P                                 ,49344.68,10020.05,10020.05,59364.73,2,Fire Lieutenant                                   ,53209.92,20858.16,20858.16,74068.08
